IsomericSmiles	CID	MolecularFormula	MolecularWeight	RotatableBondCount	HeavyAtomCount	AtomChiralCount
C[C@@](C1=CC=CC=C1)(C(=O)O)N2CCCCC2	67286382	C14H19NO2	233.310	3	17	1
C[C@](C1=CC=CC=C1)(C(=O)O)N2CCCCC2	67286019	C14H19NO2	233.310	3	17	1
CC[C@](C1=CC=CC=C1)(C(=O)O)NC(C)C	67274477	C13H19NO2	221.290	5	16	1
CN[C@@H](C1=CC=CC=C1)C(=O)O.Cl	67230951	C9H12ClNO2	201.650	3	13	1
COC(=O)[C@@H](C1=CC=CC=C1)N2CCCCC2	67173503	C14H19NO2	233.310	4	17	1
CC1CCCN(C1)C(C)(C2=CC=CC=C2)C(=O)O	67120207	C15H21NO2	247.330	3	18	2
C1CC(N(C(C1)C(=O)O)CC2=CC=CC=C2)C(=O)O	67045969	C14H17NO4	263.290	4	19	2
C1C[C@@H](N([C@@H](C1)C(=O)O)CC2=CC=CC=C2)C(=O)O	67045966	C14H17NO4	263.290	4	19	2
C1CCC(C1)N[C@@H](C2=CC=CC=C2)C(=O)O	67022627	C13H17NO2	219.280	4	16	1
C1CCC(C1)N[C@H](C2=CC=CC=C2)C(=O)O	67022332	C13H17NO2	219.280	4	16	1
CN(C)C(CC1=CC=CC=C1)C(=O)O.Cl	66900160	C11H16ClNO2	229.700	4	15	1
CN(C)[C@@H](CC1=CC=CC=C1)C(=O)O.Cl	66900158	C11H16ClNO2	229.700	4	15	1
CCN(CC)[C@@H](CC1=CC=CC=C1)C(=O)O	66893570	C13H19NO2	221.290	6	16	1
CC(C)(C)N[C@H](C1=CC=CC=C1)C(=O)O	66842976	C12H17NO2	207.270	4	15	1
CCCCCCCCCCCCC(C1=CC=CC=C1)(C(=O)O)N(C)C	66826250	C22H37NO2	347.500	14	25	1
C1=CC=C(C=C1)CCC[C@@H](C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	66814232	C25H27NO2	373.500	10	28	1
C1=CC=C(C=C1)CCCC[C@@H](C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	66813995	C26H29NO2	387.500	11	29	1
CCCCN1CCN(C(=O)C1=O)C(C2=CC=CC=C2)C(=O)O	66811572	C16H20N2O4	304.340	6	22	1
C1CCN(CC1)[C@H](C2=CC=CC=C2)C(=O)O.Cl	66750442	C13H18ClNO2	255.740	3	17	1
CCCCOC(=O)C(C1=CC=CC=C1)N(CC)C(C)C	66750117	C17H27NO2	277.400	9	20	1
CC(C)(C)OC(=O)C(C1=CC=CC=C1)N2CCCCC2	66750068	C17H25NO2	275.400	5	20	1
CCN(CC)[C@H](C1=CC=CC=C1)C(=O)O.Cl	66750067	C12H18ClNO2	243.730	5	16	1
C1CN(C[C@@H]1F)C(C2=CC=CC=C2)C(=O)O	66747582	C12H14FNO2	223.240	3	16	2
CN[C@H](C1=CC=C(C=C1)F)C(=O)O	66724582	C9H10FNO2	183.180	3	13	1
CCN[C@H](C1=CC=CC=C1)C(=O)O.Cl	66648576	C10H14ClNO2	215.670	4	14	1
CC(C)(C)CN1CCC2=CC=CC=C2C1C(=O)O	65067631	C15H21NO2	247.330	3	18	1
CC(C)N(CCCCCC(=O)O)CC1=CC=CC=C1	64298616	C16H25NO2	263.370	9	19	0
CC(C)(C)OC(=O)N(C1CC1)C(C2=CC=CC=C2)C(=O)O	64146189	C16H21NO4	291.340	6	21	1
CCN(C(C1=CC=CC=C1)C(=O)O)C(=O)OC(C)(C)C	64145985	C15H21NO4	279.330	6	20	1
CCN(C(C1=CC=CC=C1)C(=O)O)C(=O)C	63701426	C12H15NO3	221.250	4	16	1
CCCN(C)C(CC(=O)O)C1=CC=CC=C1	63068936	C13H19NO2	221.290	6	16	1
CC(C)N(C)C(CC(=O)O)C1=CC=CC=C1	63068759	C13H19NO2	221.290	5	16	1
C1CN(CCOC1)C(C2=CC=CC=C2)C(=O)O	62973074	C13H17NO3	235.280	3	17	1
CCC1=CC=CC=C1C(C(=O)O)N(C)C	62416662	C12H17NO2	207.270	4	15	1
CCCCCNC(C1=CC=CC=C1)C(=O)O	62110830	C13H19NO2	221.290	7	16	1
CC(=C)CNC(C1=CC=CC=C1)C(=O)O	62110172	C12H15NO2	205.250	5	15	1
CC(C)(C)CNC(C1=CC=CC=C1)C(=O)O	62109829	C13H19NO2	221.290	5	16	1
C1CC(C1)NC(C2=CC=CC=C2)C(=O)O	62109664	C12H15NO2	205.250	4	15	1
CCCCCCCCCNC(C1=CC=CC=C1)C(=O)O	62109346	C17H27NO2	277.400	11	20	1
CCN1CCC2=CC=CC=C2C1C(=O)O	61719544	C12H15NO2	205.250	2	15	1
CCCCCN1CCC2=CC=CC=C2C1C(=O)O	61718198	C15H21NO2	247.330	5	18	1
CCCCCCCCC(=O)N[C@H](C1=CC=CC=C1)C(=O)O	61144613	C17H25NO3	291.400	10	21	1
CC1CCCN1C(C2=CC=CC=C2)C(=O)O	60974973	C13H17NO2	219.280	3	16	2
CC(C1=CC=CC=C1)(C(=O)O)N2CCCCCC2	60706975	C15H21NO2	247.330	3	18	1
C1CN(CCN1C(C2=CC=CC=C2)C(=O)O)C(C3=CC=CC=C3)C(=O)O	60123306	C20H22N2O4	354.400	6	26	2
[CH2]N[C@@H](C1=CC=CC=C1)C(=O)O	60098485	C9H10NO2	164.180	3	12	1
CC(C)CC(C(=O)O)N[C@H](C1=CC=CC=C1)C(=O)O	60084273	C14H19NO4	265.300	7	19	2
CC1=CC=C(C=C1)[C@@H](C(=O)O)NC	59975374	C10H13NO2	179.220	3	13	1
C[C@@H]1CCN([C@@H](C1)C(=O)O)[C@@H](C)C2=CC=CC=C2	59895153	C15H21NO2	247.330	3	18	3
COC(=O)C(C1=CC=CC=C1)N2CCC(CC2)C(=O)O	59894328	C15H19NO4	277.310	5	20	1
CCCCN[C@H](C1=CC=CC=C1)C(=O)O	59669109	C12H17NO2	207.270	6	15	1
CCN[C@H](C1=CC=CC=C1)C(=O)O	59669076	C10H13NO2	179.220	4	13	1
CCN([C@H](C1=CC=CC=C1)C(=O)O)C(=O)OC(C)(C)C	59668835	C15H21NO4	279.330	6	20	1
CN1CCN(CC1)C(C2=C(C=CC=C2F)F)C(=O)O	59570547	C13H16F2N2O2	270.270	3	19	1
CN1CCN(CC1)C(C2=C(C(=CC=C2)F)F)C(=O)O	59570515	C13H16F2N2O2	270.270	3	19	1
CCN([C@H](C1=CC=CC=C1)C(=O)O)C(=O)C	59540446	C12H15NO3	221.250	4	16	1
CCN([C@H](C1=CC=CC=C1)C(=O)O)C(C)C	59540393	C13H19NO2	221.290	5	16	1
C1CC(=O)N(C1)[C@H](C2=CC=CC=C2)C(=O)O	59540360	C12H13NO3	219.240	3	16	1
C1CN(CCC1(F)F)C(C2=CC=CC=C2)C(=O)O	59540290	C13H15F2NO2	255.260	3	18	1
CCN([C@H](C1=CC=CC=C1)C(=O)OC(C)(C)C)C(C)C	59540281	C17H27NO2	277.400	7	20	1
CC(C)(C)OC(=O)[C@H](C1=CC=CC=C1)N2CCCCC2	59264513	C17H25NO2	275.400	5	20	1
COC(=O)[C@H](C1=CC=CC=C1)N2CC=CC2	59180251	C13H15NO2	217.260	4	16	1
C1CC2CCC1N2C(C3=CC=CC=C3)C(=O)O	59166581	C14H17NO2	231.290	3	17	1
CCN(C1CC1)[C@H](C2=CC=CC=C2)C(=O)O	59166578	C13H17NO2	219.280	5	16	1
C1CN(C[C@H]1F)C(C2=CC=CC=C2)C(=O)O	59166556	C12H14FNO2	223.240	3	16	2
C1CN(CCC1C2=CC=CC=C2)C(C3=CC=CC=C3)C(=O)O	59166474	C19H21NO2	295.400	4	22	1
CC(C)(C)OC(=O)[C@@H](C1=CC=CC=C1)N2CCCCC2	59166413	C17H25NO2	275.400	5	20	1
CC1(CCN(CC1)[C@H](C2=CC=CC=C2)C(=O)O)O	59166390	C14H19NO3	249.300	3	18	1
CC(C)(C)N(C)[C@@H](CC1=CC=CC=C1)C(=O)O	59118117	C14H21NO2	235.320	5	17	1
CC(C)C[C@H](C(=O)O)N[C@H](C1=CC=CC=C1)C(=O)O	59101035	C14H19NO4	265.300	7	19	2
C1CCC(CC1)C[C@@H](C(=O)O)N[C@H](C2=CC=CC=C2)C(=O)O	59101031	C17H23NO4	305.400	7	22	2
CCCC[C@@H](C(=O)O)N[C@H](C1=CC=CC=C1)C(=O)O	59100979	C14H19NO4	265.300	8	19	2
CC(C)C[C@H](C(=O)O)N[C@@H](C1=CC=CC=C1)C(=O)O	59100973	C14H19NO4	265.300	7	19	2
CC(C)(C)C[C@@H](C(=O)O)N[C@H](C1=CC=CC=C1)C(=O)O	59100879	C15H21NO4	279.330	7	20	2
[CH]N[C@@H](C1=CC=CC=C1)C(=O)O	59079076	C9H9NO2	163.170	3	12	1
CCC[N-]C(CC1=CC=CC=C1)C(=O)O.[Rb+]	59070259	C12H16NO2Rb	291.730	6	16	1
CC(C)(C)N(CCCCCCCC(=O)O)CC1=CC=CC=C1	59028561	C19H31NO2	305.500	11	22	0
CC(C)(C)N(CCCCCCCCC(=O)O)CC1=CC=CC=C1	59028535	C20H33NO2	319.500	12	23	0
CC(C)(C)N(CCCCCCC(=O)O)CC1=CC=CC=C1	59028519	C18H29NO2	291.400	10	21	0
CN(CC=C)[C@@H](CC1=CC=CC=C1)C(=O)O	58982553	C13H17NO2	219.280	6	16	1
COC(=O)[C@H](C1=CC=CC=C1)N(CC=C)CC2=CC=CC=C2	58907344	C19H21NO2	295.400	8	22	1
CC(C)C[C@@H](C(=O)O)N[C@H](C1=CC=CC=C1)C(=O)O	58632902	C14H19NO4	265.300	7	19	2
C1CN(C[C@H]1F)[C@H](C2=CC=CC=C2)C(=O)O	58516306	C12H14FNO2	223.240	3	16	2
C[N+](=C)[C@@H](C1=CC=CC=C1F)C(=O)O	58501736	C10H11FNO2+	196.200	3	14	1
CN1CCN(CC1=O)C(C2=CC=CC=C2)C(=O)O	58490753	C13H16N2O3	248.280	3	18	1
C1CN(CCN1C(C2=CC=CC=C2)C(=O)O)O	58490364	C12H16N2O3	236.270	3	17	1
CCN(COC)[C@H](C1=CC=CC=C1)C(=O)OC	58340159	C13H19NO3	237.290	7	17	1
C1CC(=O)CN(C1)C(C2=CC=CC=C2)C(=O)O	58209619	C13H15NO3	233.260	3	17	1
CC1=CC=C(C=C1)C(C(=O)O)N(C)C(C)C	58180672	C13H19NO2	221.290	4	16	1
C[C@H]1CCCN(C1)[C@@H](C2=CC=CC=C2)C(=O)O	57830394	C14H19NO2	233.310	3	17	2
CN(C)[C@H](C1=CC=CC=C1)C(=O)OC	57729157	C11H15NO2	193.240	4	14	1
CC(C)N(C)C(CC1=CC=CC=C1)C(=O)O	57544488	C13H19NO2	221.290	5	16	1
CC(C)N([C@@H](CC1=CC=CC=C1)C(=O)O)C(C)C	57288992	C15H23NO2	249.350	6	18	1
C1CC1CN2CCN(CC2)C(C3=CC=CC=C3)C(=O)O	57223764	C16H22N2O2	274.360	5	20	1
CCCCCOC(=O)[C@H](C1=CC=CC=C1)[N+](C)(C(C)(C)C)C(C)(C)C	57069072	C22H38NO2+	348.500	10	25	1
C=CCN(C=O)C(C1=CC=CC=C1)C(=O)O	57066800	C12H13NO3	219.240	5	16	1
CCN(C(C)C)C(CC(=O)O)C1=CC=CC=C1	55146701	C14H21NO2	235.320	6	17	1
CN1CCC(CC1)CNC(C2=CC=CC=C2)C(=O)O	55100759	C15H22N2O2	262.350	5	19	1
CC1=CC=C(C=C1)CNC(C2=CC=CC=C2)C(=O)O	55036353	C16H17NO2	255.310	5	19	1
CC1=CC=C(C=C1)C(C(=O)O)NCC2=CC=CC=C2	54889801	C16H17NO2	255.310	5	19	1
CC=CN(C=O)C(C1=CC=CC=C1)C(=O)O	54555750	C12H13NO3	219.240	4	16	1
CC1=CC=CC=C1C(C(=O)O)NCC(=O)O	54535692	C11H13NO4	223.220	5	16	1
C[C@@](C1=CC=CC=C1)(C(=O)O)N(CC2=CC=CC=C2)CC3=CC=CC=C3	54479550	C23H23NO2	345.400	7	26	1
C1=CC=C(C=C1)C(C(=O)O)NC(C2=CC=CC=C2)C(=O)O	54378212	C16H15NO4	285.290	6	21	2
CC[C@H](C)[C@@H](C(=O)O)N(C)CC1=CC=CC=C1	54360432	C14H21NO2	235.320	6	17	2
CCCCCN(CCCCC)[C@@H](CC1=CC=CC=C1)C(=O)O	54348226	C19H31NO2	305.500	12	22	1
CC1=CC=C(C=C1)C(C(=O)O)N(C)S(=O)[O-]	54327122	C10H12NO4S-	242.270	3	16	1
C#CCNC(C1=CC=CC=C1)C(=O)O	53960876	C11H11NO2	189.210	4	14	1
CCCN(CCC)[C@@H](CC1=CC=CC=C1)C(=O)O	53953781	C15H23NO2	249.350	8	18	1
CC[C@](C1=CC=CC=C1)(C(=O)O)N(C)C	53888279	C12H17NO2	207.270	4	15	1
CC(C)(C)ON(C)[C@@H](C1=CC=CC=C1)C(=O)O	53802651	C13H19NO3	237.290	5	17	1
CCC[C@](C1=CC=CC=C1)(C(=O)O)N(C)C	53777982	C13H19NO2	221.290	5	16	1
CCCCCN(C)[C@@H](CC1=CC=CC=C1)C(=O)O	53707736	C15H23NO2	249.350	8	18	1
CC1CCN(CC1)C(C2=CC=CC=C2)C(=O)O.[Cl-]	53350421	C14H19ClNO2-	268.760	3	18	1
CC1CCCCN1C(C2=CC=CC=C2)C(=O)O.[Cl-]	53347802	C14H19ClNO2-	268.760	3	18	2
C1CCN(C1)C(C2=CC=CC=C2)C(=O)O.[Cl-]	53314468	C12H15ClNO2-	240.700	3	16	1
C[C@](C1=CC=CC=C1)(C(=O)O)N2CCCC2	51887924	C13H17NO2	219.280	3	16	1
CCN(C)[C@H](C1=CC=CC=C1)C(=O)O	51885853	C11H15NO2	193.240	4	14	1
C[C@](C1=CC=CC=C1)(C(=O)O)N(C)C	51374247	C11H15NO2	193.240	3	14	1
CN(C)C(C1=CC=C(C=C1)F)C(=O)O.Cl	47000706	C10H13ClFNO2	233.670	3	15	1
CC1=C(C=CC(=C1)C(C(=O)O)N(CC=C)CC=C)F	46985499	C15H18FNO2	263.310	7	19	1
CC1=C(C=CC(=C1)C(C(=O)O)N2CCCCCCC2)F	46984191	C16H22FNO2	279.350	3	20	1
CN(C)[C@H](C1=CC=CC=C1)C(=O)O.Cl	45835119	C10H14ClNO2	215.670	3	14	1
CN(C)C(C1=CC=CC=C1)C(=O)O.Cl	45792066	C10H14ClNO2	215.670	3	14	1
C[N+](C)(C)[C@@H](C1=CC=CC=C1)C(=O)[O-]	45266429	C11H15NO2	193.240	2	14	1
CCN(CC)C(C1=CC=CC=C1)C(=O)O.Cl	45074902	C12H18ClNO2	243.730	5	16	1
CN[C@H](C1=CC=CC=C1)C(=O)O.Cl	44151009	C9H12ClNO2	201.650	3	13	1
C1CCN(CC1)C(C2=CC(=CC=C2)F)C(=O)O	43803861	C13H16FNO2	237.270	3	17	1
CC(C1=CC=CC=C1)(C(=O)O)N2CCCCC2	43803809	C14H19NO2	233.310	3	17	1
CCN(CC)C(C)(C1=CC=CC=C1)C(=O)O	43803632	C13H19NO2	221.290	5	16	1
CC(C1=CC=CC=C1)(C(=O)O)N2CCCC2	43803452	C13H17NO2	219.280	3	16	1
CN(C)C(C1=CC=CC=C1C(F)(F)F)C(=O)O	43803203	C11H12F3NO2	247.210	3	17	1
CN(C)C(C1=CC(=CC=C1)C(F)(F)F)C(=O)O	43803197	C11H12F3NO2	247.210	3	17	1
CN(C)C(C1=CC(=CC=C1)F)C(=O)O	43803168	C10H12FNO2	197.210	3	14	1
C1CC1NC(C2=CC=CC=C2)C(=O)O	43754533	C11H13NO2	191.230	4	14	1
CC(C)NC(C1=CC=C(C=C1)F)C(=O)O	43754358	C11H14FNO2	211.230	4	15	1
CCNC(C1=CC=C(C=C1)C)C(=O)O	43753934	C11H15NO2	193.240	4	14	1
CCNC(C1=CC(=CC=C1)F)C(=O)O	43753901	C10H12FNO2	197.210	4	14	1
CNC(C1=CC=C(C=C1)F)C(=O)O	43753731	C9H10FNO2	183.180	3	13	1
CNC(C1=CC(=CC=C1)F)C(=O)O	43753697	C9H10FNO2	183.180	3	13	1
CN(CC(=O)N)C(C1=CC=CC=C1)C(=O)O	43374125	C11H14N2O3	222.240	5	16	1
CCCCCCCCC(=O)NC(C1=CC=CC=C1)C(=O)O	43358412	C17H25NO3	291.400	10	21	1
CCCCCCC(=O)NC(C1=CC=CC=C1)C(=O)O	43358411	C15H21NO3	263.330	8	19	1
CCCCCN(C)C(C1=CC=CC=C1)C(=O)O	43295116	C14H21NO2	235.320	7	17	1
CCN(C(C)C)C(C1=CC=CC=C1)C(=O)O	43265991	C13H19NO2	221.290	5	16	1
CCN(C1CC1)C(C2=CC=CC=C2)C(=O)O	43264355	C13H17NO2	219.280	5	16	1
CCN(C)C(C1=CC=CC=C1)C(=O)O	43263578	C11H15NO2	193.240	4	14	1
C1CN(CCC1CO)C(C2=CC=CC=C2)C(=O)O	43246173	C14H19NO3	249.300	4	18	1
CCCCCCCC(=O)NC(C1=CC=CC=C1)C(=O)O	43125196	C16H23NO3	277.360	9	20	1
C1CN(CCC1O)C(C2=CC=CC=C2)C(=O)O	43108356	C13H17NO3	235.280	3	17	1
CCCCCC(=O)NC(C1=CC=CC=C1)C(=O)O	43089413	C14H19NO3	249.300	7	18	1
CC(C)(C)C(=O)N[C@@H](C1=CC=CC=C1)C(=O)O	42256179	C13H17NO3	235.280	4	17	1
CC(C)(C)C(=O)N[C@H](C1=CC=CC=C1)C(=O)O	42256175	C13H17NO3	235.280	4	17	1
CN(CC1=CC=CC=C1)[C@@H](C2=CC=CC=C2)C(=O)O	42253771	C16H17NO2	255.310	5	19	1
C[C@H]1CCCN(C1)[C@H](C2=CC=CC=C2)C(=O)O	42251557	C14H19NO2	233.310	3	17	2
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)[C@@H](C3=CC=CC=C3)C(=O)O	42208255	C22H21NO2	331.400	7	25	1
CCCN(CCC)[C@@H](C1=CC=CC=C1)C(=O)O	42181455	C14H21NO2	235.320	7	17	1
CCCN(CCC)[C@H](C1=CC=CC=C1)C(=O)O	42181452	C14H21NO2	235.320	7	17	1
CN(C)[C@@H](C1=CC=CC=C1)C(=O)O	38988796	C10H13NO2	179.220	3	13	1
CCCCN(CCCC)[C@H](C1=CC=CC=C1)C(=O)O	37888471	C16H25NO2	263.370	9	19	1
CN(C)[C@H](C1=CC=CC=C1)C(=O)O	36691413	C10H13NO2	179.220	3	13	1
C1CN(CCC1O)[C@H](C2=CC=CC=C2)C(=O)O	29773186	C13H17NO3	235.280	3	17	1
CCCCCC(=O)N[C@@H](C1=CC=CC=C1)C(=O)O	28880777	C14H19NO3	249.300	7	18	1
CN1CCN(CC1)[C@H](C2=CC=CC=C2)C(=O)O	28405571	C13H18N2O2	234.290	3	17	1
CCN(CC)[C@H](C1=CC=C(C=C1)F)C(=O)O	27373894	C12H16FNO2	225.260	5	16	1
C1CCN(CC1)[C@H](C2=CC=CC=C2F)C(=O)O	27326965	C13H16FNO2	237.270	3	17	1
C1CCN(CC1)[C@@H](C2=CC=CC=C2F)C(=O)O	27326962	C13H16FNO2	237.270	3	17	1
CC1=CC=CC=C1[C@@H](C(=O)O)N(C)C	27311660	C11H15NO2	193.240	3	14	1
CC1=CC(=CC=C1)[C@@H](C(=O)O)N(C)C	27311382	C11H15NO2	193.240	3	14	1
CC1=CC(=CC=C1)[C@H](C(=O)O)N(C)C	27311379	C11H15NO2	193.240	3	14	1
CC1=CC=C(C=C1)[C@@H](C(=O)O)N(C)C	27307159	C11H15NO2	193.240	3	14	1
CC1=CC=C(C=C1)[C@H](C(=O)O)N(C)C	27307157	C11H15NO2	193.240	3	14	1
CN(C)[C@@H](C1=CC=CC=C1F)C(=O)O	26722551	C10H12FNO2	197.210	3	14	1
CN(C)[C@H](C1=CC=CC=C1F)C(=O)O	26722549	C10H12FNO2	197.210	3	14	1
C[N+](C)(C)[C@@H](CC1=CC=CC=C1)C(=O)O	25837692	C12H18NO2+	208.280	4	15	1
CN(C)[C@@H](C1=CC=C(C=C1)F)C(=O)O	25775376	C10H12FNO2	197.210	3	14	1
CN(C)[C@H](C1=CC=C(C=C1)F)C(=O)O	25775374	C10H12FNO2	197.210	3	14	1
CN1CCN(CC1)C(C2=CC=CC=C2F)C(=O)O	24259096	C13H17FN2O2	252.280	3	18	1
CC1=CC(=CC=C1)C(C(=O)O)N2CCN(CC2)C	24259094	C14H20N2O2	248.320	3	18	1
CC1=CC=CC=C1C(C(=O)O)N2CCN(CC2)C	24259093	C14H20N2O2	248.320	3	18	1
CC(C)(C)C1=CC=C(C=C1)C(C(=O)O)N2CCCCC2	24259064	C17H25NO2	275.400	4	20	1
C1CCN(CC1)C(C2=CC=CC=C2F)C(=O)O	24259054	C13H16FNO2	237.270	3	17	1
CC1=CC=C(C=C1)C(C(=O)O)N2CCCCC2	24259053	C14H19NO2	233.310	3	17	1
CC1=CC(=CC=C1)C(C(=O)O)N2CCCCC2	24259052	C14H19NO2	233.310	3	17	1
CC1=CC=CC=C1C(C(=O)O)N2CCCCC2	24259051	C14H19NO2	233.310	3	17	1
C1CCN(C1)C(C2=CC=C(C=C2)F)C(=O)O	24259028	C12H14FNO2	223.240	3	16	1
CC1=CC(=CC=C1)C(C(=O)O)N2CCCC2	24259025	C13H17NO2	219.280	3	16	1
CC1=CC=CC=C1C(C(=O)O)N2CCCC2	24259024	C13H17NO2	219.280	3	16	1
CCN(CC)C(C1=CC=C(C=C1)F)C(=O)O	24259001	C12H16FNO2	225.260	5	16	1
CC1=CC=C(C=C1)C(C(=O)O)N(C)C	24258976	C11H15NO2	193.240	3	14	1
CC1=CC(=CC=C1)C(C(=O)O)N(C)C	24258975	C11H15NO2	193.240	3	14	1
CC1=CC=CC=C1C(C(=O)O)N(C)C	24258974	C11H15NO2	193.240	3	14	1
C1CCC(CC1)NC(C2=CC=CC=C2)C(=O)O.Cl	24193167	C14H20ClNO2	269.770	4	18	1
CNC(C1=CC=CC=C1)C(=O)O.Cl	24190972	C9H12ClNO2	201.650	3	13	1
COC(=O)C(C1=CC=CC=C1)N2CCCCCC2.[Cl-]	24182901	C15H21ClNO2-	282.780	4	19	1
C1CCN(CC1)C(C2=CC=CC=C2)C(=O)O.[Cl-]	24182229	C13H17ClNO2-	254.730	3	17	1
C#CCN(C(CO)/C=C/C1=CC=CC=C1)C(C2=CC=CC=C2)C(=O)O	23947058	C21H21NO3	335.400	8	25	2
CC(C1=CC=CC=C1)(C(=O)[O-])N(CCO)CCO.[Na+]	23669101	C13H18NNaO4	275.280	7	19	1
C1=CC=C(C=C1)C(C(=O)[O-])N(CCO)CCO.[Na+]	23668082	C12H16NNaO4	261.250	7	18	1
CC(C)CN(C(C)C)C(C1=CC=CC=C1)C(=O)O	23588138	C15H23NO2	249.350	6	18	1
C=CC[C@](C1=CC=CC=C1)(C(=O)O)N(CC=C)CC2=CC=CC=C2	23560823	C21H23NO2	321.400	9	24	1
CC(C)CN(CC1=CC=C(C=C1)CC(=O)O)C(C)C	23540413	C16H25NO2	263.370	7	19	0
CC(C)[C@](C1=CC=CC=C1)(C(=O)O)N(C)C	23387284	C13H19NO2	221.290	4	16	1
C[C@@](C1=CC=CC=C1)(C(=O)O)N(C)C	23387283	C11H15NO2	193.240	3	14	1
CC[C@@](C1=CC=CC=C1)(C(=O)O)NC(C)C	23387282	C13H19NO2	221.290	5	16	1
CN(C(C1=CC=CC=C1)C(=O)O)C(=O)O	23365797	C10H11NO4	209.200	3	15	1
CC(C)CC(C(=O)O)N(C)CC1=CC=CC=C1	23297622	C14H21NO2	235.320	6	17	1
C1CCN(C(=O)C1)C(C2=CC=CC=C2)C(=O)O	23245353	C13H15NO3	233.260	3	17	1
CCN(CC)C(CC1=CC=CC=C1)C(=O)O	23170461	C13H19NO2	221.290	6	16	1
CCN(CC)C(CC(=O)O)C1=CC=CC=C1	23009832	C13H19NO2	221.290	6	16	1
CN1CCN(CC1)C(C2=CC=CC=C2)C(=O)O	22957262	C13H18N2O2	234.290	3	17	1
CC(C1=CC=CC=C1)(C(=O)O)N(CCO)CCO	22902541	C13H19NO4	253.290	7	18	1
CC1=CCN([C@H](C1)C(=O)O)[C@@H](C)C2=CC=CC=C2	22885564	C15H19NO2	245.320	3	18	2
CC1=CCN([C@H](C1)C(=O)O)CC2=CC=CC=C2	22885543	C14H17NO2	231.290	3	17	1
CCCCN[C@@H](C1=CC=CC=C1)C(=O)O	22814430	C12H17NO2	207.270	6	15	1
C1CN(CCN1CCO)C(C2=CC=CC=C2)C(=O)O	22713952	C14H20N2O3	264.320	5	19	1
CC(=O)N1CCN(CC1)C(C2=CC=CC=C2)C(=O)O	22685869	C14H18N2O3	262.300	3	19	1
CCCN(CCC)C(C1=CC=CC=C1)C(=O)O	22684465	C14H21NO2	235.320	7	17	1
CC(C)(C)ON(C)C(C1=CC=CC=C1)C(=O)O	22475261	C13H19NO3	237.290	5	17	1
COC(=O)C(C1=CC=CC=C1)N2CCCC2	22449911	C13H17NO2	219.280	4	16	1
C1=CC=C(C=C1)C(C(=O)O)N(CCO)CCO	22412423	C12H17NO4	239.270	7	17	1
C1CCC(CC1)N(CC(=O)O)C(C2=CC=CC=C2)C(=O)O	22246660	C16H21NO4	291.340	6	21	1
C1CCN(CC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O	22159464	C19H21NO2	295.400	4	22	0
CCCCC(C(=O)O)NC(C1=CC=CC=C1)C(=O)O	22144252	C14H19NO4	265.300	8	19	2
C1=CC=C(C=C1)CC(C(=O)O)NC(C2=CC=CC=C2)C(=O)O	22144206	C17H17NO4	299.320	7	22	2
CC(C)CC(C(=O)O)NC(C1=CC=CC=C1)C(=O)O	22143952	C14H19NO4	265.300	7	19	2
CC(C)(C)CC(C(=O)O)NC(C1=CC=CC=C1)C(=O)O	22143801	C15H21NO4	279.330	7	20	2
C1CCC(CC1)CC(C(=O)O)NC(C2=CC=CC=C2)C(=O)O	22143716	C17H23NO4	305.400	7	22	2
CCC(C1=CC=CC=C1)(C(=O)O)NC(C)C	22016573	C13H19NO2	221.290	5	16	1
CN(C)C(C1=CC=CC=C1F)C(=O)O	22016552	C10H12FNO2	197.210	3	14	1
CCCC(C1=CC=CC=C1)(C(=O)O)N(C)C	22016547	C13H19NO2	221.290	5	16	1
CC(C)(C)OC(=O)N(C)C(C1=CC=CC=C1)C(=O)O	21877570	C14H19NO4	265.300	5	19	1
C1=CC=C(C=C1)CN(CC2=CC=CC=C2)C(C3=CC=CC=C3)C(=O)O	21601070	C22H21NO2	331.400	7	25	1
C1CN(CCC1=O)C(C2=CC=CC=C2)C(=O)O	21559981	C13H15NO3	233.260	3	17	1
CC(C)CCCCCCCC(C(=O)O)N(CC1=CC=CC=C1)F	21319336	C19H30FNO2	323.400	12	23	1
CCC(C)C(C(=O)O)N(C)CC1=CC=CC=C1	21217114	C14H21NO2	235.320	6	17	2
CN(CC1=CC=CC=C1)C(C2=CC=CC=C2)C(=O)O	20992828	C16H17NO2	255.310	5	19	1
C1CCCN(CC1)C(C2=CC=CC=C2)C(=O)O	20992498	C14H19NO2	233.310	3	17	1
CCCCN(C)C(C1=CC=CC=C1)C(=O)O	20991303	C13H19NO2	221.290	6	16	1
CC(C)(C)N(C)C(CCCC1=CC=CC=C1)C(=O)O	20815653	C16H25NO2	263.370	7	19	1
C1=CC=C(C=C1)/C=C/C(C(=O)O)NC(C2=CC=CC=C2)C(=O)O	20656172	C18H17NO4	311.300	7	23	2
C[C@@H](C1=CC=CC=C1)N2CCCC[C@H]2C(=O)O	20638980	C14H19NO2	233.310	3	17	2
